Organization,category_list, market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
liquid-x,|Semiconductors|, Semiconductors ," 14,00,000 ",operating,USA,PA,Pittsburgh,Pittsburgh,2,1/1/2010,2010-01,2010-Q1,2010,7/3/2013,7/11/2013,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liquidcool-solutions,|Manufacturing|, Manufacturing ," 51,82,400 ",operating,USA,MN,"Rochester, Minnesota",Rochester,3,1/1/2006,2006-01,2006-Q1,2006,4/9/2010,10/31/2013,0,1601400,0,0,3581000,0,0,0,0,0,0,0,0,1101400,0,0,0,0,0,0,0
liquidframeworks,|Software|, Software ," 50,00,000 ",operating,USA,TX,Houston,Houston,1,1/1/2001,2001-01,2001-Q1,2001,12/9/2013,12/9/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liquidhub,|Consulting|, Consulting ," 9,30,00,000 ",operating,USA,PA,Philadelphia,Wayne,4,1/1/2000,2000-01,2000-Q1,2000,9/1/2007,3/25/2014,0,75000000,0,0,0,18000000,0,0,0,0,0,0,0,20000000,53000000,0,0,0,0,0,0
liquidia-technologies,|Nanotechnology|, Nanotechnology ," 5,77,99,994 ",operating,USA,NC,Raleigh,Morrisville,6,1/1/2004,2004-01,2004-Q1,2004,6/14/2006,7/2/2012,0,41000000,0,0,0,0,0,3000000,13799994,0,0,0,0,6000000,0,25000000,0,0,0,0,0
liquid-m,|Advertising|, Advertising ," 87,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2013,2013-01,2013-Q1,2013,10/10/2013,7/28/2014,0,8700000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
liquidpiston,|Clean Technology|, Clean Technology ," 2,12,50,000 ",operating,USA,CT,Hartford,Bloomfield,5,1/1/2003,2003-01,2003-Q1,2003,7/23/2007,7/22/2013,0,14750000,0,0,0,0,0,0,6500000,0,0,0,0,1750000,6500000,6500000,0,0,0,0,0
liquidplanner,|Task Management|SaaS|Career Planning|Online Scheduling|Project Management|Enterprise Software|, Enterprise Software ," 1,16,00,000 ",operating,USA,WA,Seattle,Seattle,4,3/1/2006,2006-03,2006-Q1,2006,1/1/2008,5/8/2014,0,9400000,0,0,0,0,2200000,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0
liquidspace,|Collaborative Consumption|Curated Web|Real Time|Marketplaces|Real Estate|Peer-to-Peer|, Curated Web ," 2,62,00,000 ",operating,USA,CA,SF Bay Area,Palo Alto,6,1/1/2010,2010-01,2010-Q1,2010,12/21/2010,10/30/2014,1300000,24900000,0,0,0,0,0,0,0,0,0,0,0,3600000,7300000,14000000,0,0,0,0,0
liquidtalk,|Enterprise Software|, Enterprise Software ," 24,30,000 ",acquired,USA,IL,Chicago,Chicago,1,1/1/2006,2006-01,2006-Q1,2006,3/5/2007,3/5/2007,0,2430000,0,0,0,0,0,0,0,0,0,0,0,2430000,0,0,0,0,0,0,0
liquidtext,|User Experience Design|Mobile|Education|Software|, Software ,"58,000",operating,USA,GA,Atlanta,Atlanta,2,5/1/2012,2012-05,2012-Q2,2012,1/1/2011,2/1/2012,0,0,0,0,0,0,15000,43000,0,0,0,0,0,0,0,0,0,0,0,0,0
liquidware-labs,|Software|, Software ," 27,76,316 ",operating,USA,IL,Chicago,Palatine,2,1/1/2009,2009-01,2009-Q1,2009,4/17/2009,7/21/2014,0,2776316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liquipel,|Mobile|, Mobile ," 1,00,00,000 ",operating,USA,CA,"Orange County, California",Santa Ana,1,1/1/2011,2011-01,2011-Q1,2011,7/13/2012,7/13/2012,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
liquor-com,|Digital Media|Media|Curated Web|, Curated Web ," 31,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,11/24/2008,2008-11,2008-Q4,2008,7/17/2013,7/17/2013,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0
lisnr-llc,|Entertainment|Technology|Mobile|, Technology ," 43,50,000 ",operating,USA,OH,Cincinnati,Cincinnati,2,3/1/2012,2012-03,2012-Q1,2012,6/27/2013,6/27/2014,850000,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
listedplaces,|Tourism|Online Rental|Search|Travel|, Online Rental ,"20,000",closed,USA,NY,New York City,Brooklyn,1,3/13/2011,2011-03,2011-Q1,2011,1/1/2011,1/1/2011,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listen-up,|Entertainment|Digital Media|Technology|Music|Games|, Technology ,"40,000",operating,USA,TN,Nashville,Nashville,1,5/17/2012,2012-05,2012-Q2,2012,11/1/2012,11/1/2012,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
listia,|Craigslist Killers|Auctions|E-Commerce|Curated Web|, Craigslist Killers ," 1,11,65,000 ",operating,USA,CA,SF Bay Area,Mountain View,4,8/1/2009,2009-08,2009-Q3,2009,6/1/2009,10/2/2013,1765000,9000000,0,0,0,0,400000,0,0,0,0,0,0,9000000,0,0,0,0,0,0,0
lit-motors,|Clean Technology|, Clean Technology ," 22,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,2/1/2010,2010-02,2010-Q1,2010,1/1/2013,3/5/2014,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
litehouse,|Embedded Hardware and Software|Home Automation|Internet of Things|, Internet of Things ,"25,000",operating,USA,CA,SF Bay Area,San Jose,1,1/1/2014,2014-01,2014-Q1,2014,1/1/2014,1/1/2014,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
litescape-technologies,|Software|, Software ," 2,65,00,000 ",operating,USA,CA,SF Bay Area,Redwood Shores,3,1/1/2003,2003-01,2003-Q1,2003,1/25/2005,8/6/2007,0,26500000,0,0,0,0,0,0,0,0,0,0,0,12500000,14000000,0,0,0,0,0,0
litesprite,|Health Care|Analytics|Big Data|Games|Mobile Games|Health and Wellness|, Health Care ," 1,00,000 ",operating,USA,WA,Seattle,Bellevue,1,1/1/2013,2013-01,2013-Q1,2013,7/28/2014,7/28/2014,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lithera,|Biotechnology|, Biotechnology ," 3,53,00,000 ",operating,USA,CA,San Diego,San Diego,3,1/1/2007,2007-01,2007-Q1,2007,12/19/2012,2/12/2014,0,35300000,0,0,0,0,0,0,0,0,0,0,0,0,0,35300000,0,0,0,0,0
lithiumtechnologies,|Social CRM|Software|, Software ," 15,16,50,012 ",operating,USA,CA,SF Bay Area,San Francisco,5,8/6/2001,2001-08,2001-Q3,2001,4/17/2007,9/3/2013,0,151650012,0,0,0,0,0,0,0,0,0,0,0,9000000,12000000,27250012,53400000,50000000,0,0,0
litigain,|Legal|, Legal ," 2,50,000 ",operating,USA,NY,New York City,New York,1,1/1/2012,2012-01,2012-Q1,2012,4/29/2013,4/29/2013,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
litographs,|Publishing|Fashion|Art|, Art ," 1,00,000 ",operating,USA,MA,Boston,Cambridge,1,1/1/2011,2011-01,2011-Q1,2011,1/1/2014,1/1/2014,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
little-bird,|Social Media|, Social Media ," 27,41,668 ",operating,USA,OR,"Portland, Oregon",Portland,4,11/11/2011,2011-11,2011-Q4,2011,11/1/2011,2/14/2014,18000,1723668,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
little-black-bag,|E-Commerce|, E-Commerce ," 1,07,50,000 ",operating,USA,CA,Los Angeles,Los Angeles,2,1/1/2011,2011-01,2011-Q1,2011,2/2/2012,8/16/2012,0,10750000,0,0,0,0,0,0,0,0,0,0,0,2750000,8000000,0,0,0,0,0,0
little-duck-organics,|Hospitality|, Hospitality ," 40,00,000 ",operating,USA,NY,New York City,Brooklyn,1,1/1/2011,2011-01,2011-Q1,2011,12/5/2013,12/5/2013,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
little-pim,|Education|, Education ," 45,96,947 ",operating,USA,NY,New York City,New York,4,1/1/2006,2006-01,2006-Q1,2006,9/14/2012,4/7/2014,0,4596947,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0
little-quest,|Search|Curated Web|, Search ," 1,00,000 ",operating,USA,CA,Los Angeles,Santa Monica,1,8/12/2013,2013-08,2013-Q3,2013,12/1/2013,12/1/2013,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
little-red-wagon-technologies,|Mobile|, Mobile ," 45,88,599 ",operating,USA,MD,Baltimore,Glen Burnie,7,1/1/2001,2001-01,2001-Q1,2001,10/1/2009,8/21/2013,0,4238599,0,0,0,350000,0,0,0,0,0,0,0,275000,0,0,0,0,0,0,0
little1,|E-Commerce|, E-Commerce ," 1,00,000 ",operating,USA,IN,IN - Other,,1,1/1/2012,2012-01,2012-Q1,2012,6/18/2013,6/18/2013,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
littlebits-electronics,|Open Source|Education|Rapidly Expanding|Electronics|Hardware + Software|, Hardware + Software ," 1,56,00,000 ",operating,USA,NY,New York City,New York,4,9/1/2011,2011-09,2011-Q3,2011,9/1/2011,11/20/2013,850000,14750000,0,0,0,0,0,0,0,0,0,0,0,3650000,11100000,0,0,0,0,0,0
littlecast,|Sales and Marketing|Social Network Media|E-Commerce Platforms|Video|, Social Network Media ," 20,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2013,2013-01,2013-Q1,2013,9/4/2013,9/4/2013,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
littlecast-inc,|Video|Curated Web|, Curated Web ," 20,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,3/1/2013,2013-03,2013-Q1,2013,9/4/2013,9/4/2013,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liv-blends,|Health and Wellness|, Health and Wellness ," 10,22,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,1/1/2013,2013-01,2013-Q1,2013,1/2/2014,7/16/2014,1022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livegamer,|Monetization|Virtual Goods|Games|, Monetization ," 4,31,00,000 ",operating,USA,NY,New York City,New York,5,1/1/2007,2007-01,2007-Q1,2007,12/1/2007,7/1/2013,0,42100000,0,0,0,1000000,0,0,0,0,0,0,0,24000000,0,6800000,0,0,0,0,0
live-youth-sports-network,|Entertainment|Games|, Games ,"45,000",operating,USA,FL,Orlando,Longwood,2,5/2/2014,2014-05,2014-Q2,2014,11/1/2013,7/17/2014,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveaction,|Information Technology|, Information Technology ," 58,50,000 ",operating,USA,CA,SF Bay Area,Palo Alto,2,1/1/2007,2007-01,2007-Q1,2007,6/1/2013,9/4/2014,500000,5350000,0,0,0,0,0,0,0,0,0,0,0,5350000,0,0,0,0,0,0,0
liveanswer-inc,|Cloud Computing|Customer Service|Enterprise Software|, Cloud Computing ," 15,00,000 ",operating,USA,FL,Miami,Miami,1,4/10/2013,2013-04,2013-Q2,2013,11/14/2014,11/14/2014,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0
live-auctioneers,|Auctions|E-Commerce|, E-Commerce ," 4,76,00,000 ",operating,USA,NY,New York City,New York,1,1/1/2009,2009-01,2009-Q1,2009,11/19/2014,11/19/2014,0,47600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livebooks,|Public Relations|, Public Relations ," 50,00,000 ",operating,USA,CA,SF Bay Area,Sausalito,1,4/1/2005,2005-04,2005-Q2,2005,11/4/2009,11/4/2009,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
livebuzz-inc,|iPhone|Social Network Media|Gps|Location Based Services|Mobile|, Mobile ,"50,000",operating,USA,NV,Las Vegas,Las Vegas,1,4/1/2008,2008-04,2008-Q2,2008,4/1/2008,4/1/2008,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveclips,|Software|, Software ," 68,55,000 ",operating,USA,CT,Hartford,Stamford,5,1/1/2008,2008-01,2008-Q1,2008,8/16/2011,12/9/2013,0,4900000,0,0,0,1955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveexercise,|Social Media|Fitness|Health and Wellness|, Social Media ," 1,00,000 ",operating,USA,FL,Palm Beaches,Boca Raton,1,10/1/2012,2012-10,2012-Q4,2012,10/1/2012,10/1/2012,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livefyre,|Social Media|Content|Facebook Applications|Twitter Applications|Real Time|Curated Web|Enterprise Software|, Enterprise Software ," 2,03,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,12/1/2009,2009-12,2009-Q4,2009,7/6/2010,2/6/2013,0,20300000,0,0,0,0,0,0,0,0,0,0,0,800000,4500000,15000000,0,0,0,0,0
livehealthier,|Health and Wellness|, Health and Wellness ," 10,00,000 ",operating,USA,MD,"Washington, D.C.",Bethesda,1,1/1/2005,2005-01,2005-Q1,2005,11/8/2011,11/8/2011,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capturetocloud,|Analytics|Direct Sales|Sales and Marketing|Search|Software|, Analytics ," 47,00,000 ",operating,USA,CA,SF Bay Area,San Jose,1,1/1/2011,2011-01,2011-Q1,2011,7/11/2012,7/11/2012,0,4700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveintent,|Real Time|Email|Publishing|Advertising|, Real Time ," 3,26,00,000 ",operating,USA,NY,New York City,New York,3,4/23/2009,2009-04,2009-Q2,2009,12/31/2009,1/15/2014,0,32600000,0,0,0,0,0,0,0,0,0,0,0,4600000,8000000,20000000,0,0,0,0,0
liveleaf,|Biotechnology|, Biotechnology ," 38,50,000 ",operating,USA,CA,SF Bay Area,San Carlos,1,1/1/2008,2008-01,2008-Q1,2008,9/10/2013,9/10/2013,0,3850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lively,|Mobile|Music|, Mobile ," 27,75,000 ",operating,USA,WA,Seattle,Seattle,4,1/1/2013,2013-01,2013-Q1,2013,8/15/2013,4/22/2014,500000,2125000,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lively-formerly-hamlet,|Senior Citizens|Internet of Things|Hardware + Software|, Internet of Things ," 73,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,9/1/2012,2012-09,2012-Q3,2012,1/1/2012,9/18/2013,2500000,4800000,0,0,0,0,0,0,0,0,0,0,0,4800000,0,0,0,0,0,0,0
livelyfeed,|Chat|Social Media|Blogging Platforms|Apps|Mobile|Collaboration|Messaging|Software|, Software ,"50,000",operating,USA,CA,San Diego,San Diego,1,5/15/2012,2012-05,2012-Q2,2012,10/1/2012,10/1/2012,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveminutes,|Real Time|Document Management|Curated Web|, Document Management ," 31,54,164 ",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/2011,2011-01,2011-Q1,2011,7/23/2013,3/17/2014,1400000,1754164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livemocha,|Internet|Language Learning|Education|, Internet ," 1,93,89,998 ",acquired,USA,WA,Seattle,Seattle,5,9/1/2007,2007-09,2007-Q3,2007,1/1/2008,2/25/2013,0,19149998,0,0,0,240000,0,0,0,0,0,0,0,6000000,8000000,4999998,0,0,0,0,0
liveninja,|Social Network Media|Social Media|Education|E-Commerce|Video Chat|Messaging|, Video Chat ," 10,00,000 ",operating,USA,FL,Miami,Miami,2,1/1/2011,2011-01,2011-Q1,2011,12/7/2012,3/31/2014,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liventa-bioscience,|Biotechnology|, Biotechnology ," 26,33,332 ",operating,USA,PA,Philadelphia,Conshohocken,4,1/1/2006,2006-01,2006-Q1,2006,9/28/2011,10/3/2014,0,2633332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveops,|Crowdsourcing|Cloud Computing|Enterprise Software|, Cloud Computing ," 8,10,00,000 ",operating,USA,CA,SF Bay Area,Redwood City,4,1/1/2000,2000-01,2000-Q1,2000,1/1/2001,1/27/2014,0,51000000,0,0,0,30000000,0,0,0,0,0,0,0,1000000,22000000,28000000,0,0,0,0,0
liveperson,|Software|, Software ," 23,00,000 ",operating,USA,NY,New York City,New York,1,1/1/1995,1995-01,1995-Q1,1995,6/28/2012,6/28/2012,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveprocess-corp,|Health Care|Mobile Emergency&Health|Hospitals|Software|, Health Care ," 16,16,176 ",operating,USA,NJ,Newark,Verona,1,1/1/2004,2004-01,2004-Q1,2004,1/24/2012,1/24/2012,0,1616176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveprofile,|Social Media|Messaging|Mobile|, Social Media ," 22,00,000 ",closed,USA,NY,New York City,New York,1,1/1/2010,2010-01,2010-Q1,2010,6/7/2011,6/7/2011,0,2200000,0,0,0,0,0,0,0,0,0,0,0,2200000,0,0,0,0,0,0,0
liverail,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|, Enterprises ," 1,20,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,4,4/1/2008,2008-04,2008-Q2,2008,8/13/2008,6/10/2013,500000,11500000,0,0,0,0,0,0,0,0,0,0,0,3500000,4000000,4000000,0,0,0,0,0
liveramp,|Advertising|Data Integration|Brand Marketing|, Data Integration ," 1,60,00,000 ",acquired,USA,CA,SF Bay Area,San Francisco,3,4/1/2011,2011-04,2011-Q2,2011,6/1/2007,9/6/2011,0,15000000,0,1000000,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0,0
liverelay,|Social Media|, Social Media ," 54,50,000 ",operating,USA,CA,San Diego,San Diego,1,1/1/2011,2011-01,2011-Q1,2011,7/28/2014,7/28/2014,0,5450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveroof-china,|Consumer Goods|, Consumer Goods ,"50,000",operating,USA,MA,Boston,Beverly,1,5/24/2013,2013-05,2013-Q2,2013,10/19/2013,10/19/2013,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livesafe,|Social Media|, Social Media ," 69,98,000 ",operating,USA,VA,"Washington, D.C.",Arlington,3,2/1/2012,2012-02,2012-Q1,2012,6/3/2013,3/25/2014,0,6500000,0,0,0,498000,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,0
liveschool,|Apps|Education|, Education ," 23,95,319 ",operating,USA,TN,Nashville,Nashville,3,5/1/2011,2011-05,2011-Q2,2011,5/1/2011,6/18/2014,0,1650000,0,0,0,0,0,0,745319,0,0,0,0,1650000,0,0,0,0,0,0,0
livescribe,|Content Syndication|Hardware + Software|, Content Syndication ," 4,60,00,000 ",operating,USA,CA,SF Bay Area,Oakland,1,1/1/2007,2007-01,2007-Q1,2007,11/7/2012,11/7/2012,0,46000000,0,0,0,0,0,0,0,0,0,0,0,46000000,0,0,0,0,0,0,0
liveset,|Consumer Internet|Digital Media|Media|Concerts|Video Streaming|, Consumer Internet ," 3,00,000 ",operating,USA,LA,New Orleans,New Orleans,1,7/1/2010,2010-07,2010-Q3,2010,9/3/2010,9/3/2010,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestage,|Music|, Music ," 19,14,977 ",operating,USA,NY,New York City,New York,2,1/1/2012,2012-01,2012-Q1,2012,5/10/2013,3/6/2014,55000,1859977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestories,|Big Data|Data Mining|Data Visualization|, Data Visualization ," 1,18,000 ",operating,USA,WA,Seattle,Seattle,1,1/1/2013,2013-01,2013-Q1,2013,11/14/2014,11/14/2014,118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livestream,|Video|Video Streaming|Software|, Video Streaming ," 1,46,99,973 ",operating,USA,NY,New York City,New York,4,5/1/2007,2007-05,2007-Q2,2007,5/1/2007,11/9/2011,0,11999973,0,0,0,0,2700000,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
livevol,|Software|, Software ," 20,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/2003,2003-01,2003-Q1,2003,10/8/2010,10/8/2010,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livevox,|Web Hosting|, Web Hosting ," 1,21,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,2,10/1/1999,1999-10,1999-Q4,1999,6/19/2007,1/28/2008,0,12100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7100000,5000000,0,0
livewire-tax,|Accounting|Financial Services|, Financial Services ," 2,25,000 ",operating,USA,TX,Austin,Austin,1,1/1/2012,2012-01,2012-Q1,2012,1/30/2014,1/30/2014,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livewire-mobile,|Mobile|, Mobile ," 44,20,000 ",acquired,USA,MA,Boston,Littleton,4,1/1/1983,1983-01,1983-Q1,1983,7/8/2011,5/16/2012,0,0,0,0,0,4420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liveyearbook,|E-Commerce|, E-Commerce ," 4,75,000 ",operating,USA,WI,Madison,Madison,1,11/1/2010,2010-11,2010-Q4,2010,7/13/2010,7/13/2010,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
living-proof,|Biotechnology|, Biotechnology ," 5,30,00,000 ",operating,USA,MA,Boston,Cambridge,3,1/1/2004,2004-01,2004-Q1,2004,8/25/2008,2/21/2013,0,53000000,0,0,0,0,0,0,0,0,0,0,0,7000000,16000000,30000000,0,0,0,0,0
livinglymedia,|Entertainment|Fashion|Media|Digital Media|Advertising|, Entertainment ," 1,57,00,000 ",operating,USA,CA,SF Bay Area,San Carlos,2,1/1/2006,2006-01,2006-Q1,2006,8/1/2007,5/1/2012,0,15700000,0,0,0,0,0,0,0,0,0,0,0,6800000,8900000,0,0,0,0,0,0
livingsocial,|Social Commerce|Group Buying|Networking|E-Commerce|, E-Commerce ," 93,47,25,004 ",operating,USA,DC,"Washington, D.C.",Washington,10,1/1/2007,2007-01,2007-Q1,2007,7/21/2008,2/20/2013,0,818225039,0,0,0,0,0,0,116499965,0,0,0,0,5000000,30000000,14000000,183000000,400000000,176000000,0,0
livingwell-health,|Biotechnology|, Biotechnology ," 30,00,000 ",closed,USA,NC,Charlotte,Charlotte,1,1/1/2005,2005-01,2005-Q1,2005,4/3/2010,4/3/2010,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livio-radio,|Music|Electronics|Apps|Hardware + Software|, Music ," 57,96,518 ",acquired,USA,MI,Detroit,Ferndale,4,1/1/2008,2008-01,2008-Q1,2008,6/17/2010,7/18/2013,300000,5496518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livongo-health,|Health Care Information Technology|Fitness|Health Care|Health and Wellness|, Fitness ," 1,00,00,000 ",operating,USA,IL,Chicago,Chicago,1,9/10/2014,2014-09,2014-Q3,2014,9/10/2014,9/10/2014,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
liztic,|Mobile|Audio|Cloud-Based Music|Digital Media|Digital Entertainment|Music Services|Video Streaming|Music|Mac|Computers|iPad|Android|iPhone|Technology|Software|, Video Streaming ," 9,20,000 ",operating,USA,CA,Los Angeles,Santa Monica,4,7/1/2013,2013-07,2013-Q3,2013,7/1/2013,9/12/2013,920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
llamasoft,|Supply Chain Management|Software|, Software ," 61,00,000 ",operating,USA,MI,Detroit,Ann Arbor,1,1/1/2002,2002-01,2002-Q1,2002,10/30/2012,10/30/2012,0,6100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
load-dynamix,|Software|, Software ," 1,92,50,000 ",operating,USA,CA,SF Bay Area,Santa Clara,2,6/1/2008,2008-06,2008-Q2,2008,9/25/2012,5/21/2014,0,19250000,0,0,0,0,0,0,0,0,0,0,0,0,7250000,12000000,0,0,0,0,0
loaded-pocket,|Finance|Software|, Software ,"14,000",operating,USA,CA,SF Bay Area,San Jose,1,11/27/2013,2013-11,2013-Q4,2013,11/27/2013,11/27/2013,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loadspring-solutions,|Software|, Software ," 60,00,000 ",operating,USA,MA,Boston,Wilmington,1,1/1/1999,1999-01,1999-Q1,1999,1/15/2014,1/15/2014,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loadstar-sensors,|Manufacturing|, Manufacturing ," 10,00,000 ",operating,USA,CA,SF Bay Area,Fremont,1,1/1/2004,2004-01,2004-Q1,2004,1/6/2006,1/6/2006,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
loandepot,|Finance|, Finance ," 1,21,99,000 ",operating,USA,CA,"Orange County, California",Foothill Ranch,1,1/1/2010,2010-01,2010-Q1,2010,1/15/2014,1/15/2014,0,12199000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loanhero,|Financial Services|, Financial Services ," 4,00,000 ",operating,USA,CA,San Diego,Carlsbad,1,6/1/2014,2014-06,2014-Q2,2014,7/21/2014,7/21/2014,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loanlogics,|Finance|, Finance ," 1,24,36,303 ",operating,USA,PA,Philadelphia,Fort Washington,2,1/1/2004,2004-01,2004-Q1,2004,5/17/2011,12/5/2013,0,12436303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loantek,|Finance|, Finance ," 12,00,000 ",operating,USA,ID,Boise,Boise,2,1/1/2008,2008-01,2008-Q1,2008,4/2/2014,4/2/2014,0,1000000,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lob,|Developer Tools|Internet|Printing|Developer APIs|, Developer Tools ," 94,00,000 ",operating,USA,CA,SF Bay Area,San Francisco,3,5/28/2013,2013-05,2013-Q2,2013,3/1/2013,9/8/2014,2400000,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
lobera-cigars,|Entertainment|, Entertainment ,"1,000",operating,USA,MN,Minneapolis,Saint Paul,1,2/8/2012,2012-02,2012-Q1,2012,8/12/2014,8/12/2014,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
